customer_id,manager_id,campaign_id,campaign_name,current_budget_gbp,new_budget_gbp,action
1404868570,,21064167535,BMI | P Max | Generic 43 300 13/10 400 14/10 300 20/10 310 9/11 330 17/11 310 9/12,840.00,60.00,BUDGET_CHANGE
1404868570,,2083618047,BMI | Search | Brand 550 20/11,64.00,10.00,BUDGET_CHANGE
