Account,Campaign,Ad group,Ad,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1,Description 2,Description 3,Description 4,Final URL
5556710725,ROW - AE - brand,ROW - Brand - Of Bond Street,652080574559,Smythson of Bond Street™,British heritage since 1887,Shop luxury leather pieces,Luxury gifts for him,Luxury gifts for her,Gifts for the Home,Personalise your order today,--,Over 135 years of expertise,Timeless leather craftsmanship,Luxury personalised gifts,--,--,--,--,Make the ordinary extraordinary,A distinctly unique brand since 1887,Discover the perfect gift,"Thoughtfully made, meaningfully given",https://www.smythson.com/int/
