promotion_id,product_applicability,offer_type,long_title,promotion_effective_dates,redemption_channel,promotion_destination,percent_off,item_id,target_country
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1203610,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1203611,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1204493,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1204494,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1204919,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1204495,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1028663,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1028665,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1028664,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1203187,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1203188,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200629,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1029986,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200630,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1029969,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200681,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1029985,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200682,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1029971,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200706,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1029749,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200707,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1029751,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200737,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200005,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200738,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200006,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1201606,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1025592,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1203395,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200606,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1029782,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200607,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1029744,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1202558,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1202560,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1203582,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1205164,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1203583,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1205165,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200538,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200694,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200695,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200539,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1029779,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1204487,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1029781,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1204488,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1202679,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1202680,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1204949,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1205235,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1204953,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1204931,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200651,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1028344,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200656,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1029784,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200654,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1027927,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200657,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1028360,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200663,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1029785,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1028365,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200659,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200660,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1027928,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200664,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1028368,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200670,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1029786,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200666,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1028373,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200667,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1027597,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1028568,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1029681,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1006302,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1204934,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1205239,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200955,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1029994,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200956,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1029995,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1201047,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1204943,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1201048,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1204944,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1201207,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1205261,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1205260,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1202880,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1205262,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1201208,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1205263,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1204496,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1201960,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1203373,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1204374,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1202876,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1203377,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1202184,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1203375,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1205195,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1204369,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1203318,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1202430,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1204909,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1202432,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1202431,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1200957,GB
BF2025_LEATHER_30,specific_products,NO_CODE,Black Friday 30% off Leather,2025-11-17T00:00:00Z/2025-12-01T23:59:59Z,online,Shopping_ads,30,1029715,GB
