Account,Action,Type,Ad type,Campaign ID,Campaign Name,Ad Group ID,Ad Group Name,Ad ID,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,D1,D2,D3,D4,Final URL
5556710725,Edit,Ad,Responsive search ad,19865545148,ROW - AE - brand,146504794999,ROW - Brand - Of Bond Street,652080574559,Smythson of Bond Street™,British heritage since 1887,Shop luxury leather pieces,Luxury gifts for him,Luxury gifts for her,Gifts for the Home,Personalise your order today,#original,Over 135 years of expertise,Timeless leather craftsmanship,Luxury personalised gifts,#original,#original,#original,#original,Make the ordinary extraordinary,A distinctly unique brand since 1887,Discover the perfect gift,"Thoughtfully made, meaningfully given",https://www.smythson.com/int/
