Customer ID,Campaign,Ad group,Ad ID,Status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1,Description 2,Description 3,Description 4,Final URL
4941701449,SMY | US | Search | Brand Exact,USA - Brand,784198246551,Enabled,Responsive search ad,Smythson of Bond Street™,British heritage since 1887,Shop luxury leather pieces,Personalize your order today,Over 135 years of expertise,Free delivery on orders $500+,Handcrafted in England,Explore luxury Christmas gifts,Shop luxury stocking fillers,Luxury gifts for him,Luxury gifts for her,Gifts for the Home,Timeless leather craftsmanship,,,Make the ordinary extraordinary and the everyday timeless with Smythson,"A distinctly unique, extraordinary brand catering to extraordinary people since 1887","Discover the perfect gift this Christmas. Thoughtfully made, meaningfully given","This Christmas, celebrate the art of thoughtful gifting with Smythson",https://www.smythson.com/us/
