Account,Action,Type,Ad type,Campaign ID,Campaign Name,Ad Group ID,Ad Group Name,Ad ID,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,D1,D2,D3,D4,Final URL
7679616761,Edit,Ad,Responsive search ad,22228334811,SMY | EUR | AT | Search | Brand Max Conv Value No Target Port 16/6,175399205416,AT_Brand_Exact,732987221519,Smythson of Bond Street™,British heritage since 1887,Over 135 years of expertise,Shop luxury leather pieces,Free delivery on orders €300+,Complimentary gift wrapping,Discover gifts for him & her,Explore luxury Christmas gifts,Shop luxury stocking fillers,Luxury gifts for him,Luxury gifts for her,#original,#original,#original,#original,Make the ordinary extraordinary,A distinctly unique brand since 1887,Discover the perfect gift this Christmas,Celebrate thoughtful gifting,https://www.smythson.com/eu/
