Action,Customer ID,Campaign,Ad group,Ad ID,Status,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1,Description 2,Description 3,Description 4,Path 1,Path 2,Final URL
Edit,7679616761,SMY | EUR | AT | Search | Brand Max Conv Value No Target Port 16/6,AT_Brand_Exact,732987221519,Enabled,Smythson of Bond Street™,British heritage since 1887,Over 135 years of expertise,Shop luxury leather pieces,Free delivery on orders €300+,Complimentary gift wrapping,Discover gifts for him & her,Explore luxury Christmas gifts,Shop luxury stocking fillers,Luxury gifts for him,Luxury gifts for her,,,,,Make the ordinary extraordinary,A distinctly unique brand since 1887,Discover the perfect gift this Christmas,Celebrate thoughtful gifting,,,https://www.smythson.com/eu/
