Account,Action,Type,Campaign ID,Ad Group ID,Ad ID,Status
8573235780,Edit,Ad,13813052579,137137030741,784228048465,Enabled
8573235780,Edit,Ad,13813052579,137137030781,784228048444,Enabled
8573235780,Edit,Ad,13813052579,137137030941,784228048456,Enabled
8573235780,Edit,Ad,13813052579,121861436342,784228048459,Enabled
8573235780,Edit,Ad,13813052579,137137031021,784228048468,Enabled
8573235780,Edit,Ad,13813052579,137137031181,784228048450,Enabled
8573235780,Edit,Ad,23215754148,191738856607,784157389885,Enabled
