Account,Action,Campaign,Ad group,Ad ID,Ad type,Ad status,Headline 1#Original,Headline 2#Original,Headline 3#Original,Headline 4#Original,Headline 5#Original,Headline 6#Original,Headline 7#Original,Headline 8#Original,Headline 9#Original,Headline 10#Original,Headline 11#Original,Headline 12#Original,Headline 13#Original,Headline 14#Original,Headline 15#Original,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1#Original,Description 2#Original,Description 3#Original,Description 4#Original,Description 1,Description 2,Description 3,Description 4,Final URL
5556710725,Edit,ROW - AE - brand,ROW - Brand - Of Bond Street,652080574559,Responsive search ad,Paused,Smythson of Bond Street™,Explore 50% Off Selected Lines,Summer Sale - 50% Off,Quintessential British Luxury,Sale: 50% Off,Shop Our Summer Sale Today,,,,,,,,,,Smythson of Bond Street,British heritage since 1887,Shop luxury leather pieces,Luxury gifts for him,Luxury gifts for her,Gifts for the Home,Personalise your order today,Over 135 years of expertise,Timeless leather craftsmanship,Luxury personalised gifts,,,,,,"Explore Our Sale With 50% Off Selected Bags, Accessories, Stationery & Home Pieces.","Discover 50% Off Selected Styles From Leather Bags, Accessories & Notebooks.","Sale 50% Off Selected Bags, Accessories, Stationery & Home Pieces.",Summer Sale 50% Off Selected Styles.,Make the ordinary extraordinary,A distinctly unique brand since 1887,Discover the perfect gift,"Thoughtfully made, meaningfully given",https://www.smythson.com/int/
