Campaign Name,Ad Group Name,Landing Page URL,Impressions,Clicks,CTR,Conversions,Conv Rate,Cost (£),Conv Value (£),ROAS
NDA Diplomas 2017 - Interior Design - old,Interior Design Ad Group Keywords,https://www.nda.ac.uk/study/courses/diploma/interior-design,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Diplomas 2017 - Interior Design - old,Interior Design Ad Group Keywords,https://www.nda.ac.uk/study/courses/diploma/interior-design,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Diplomas 2017 - Interior Design - old,Interior Design Ad Group Keywords,https://www.nda.ac.uk/study/courses/diploma/interior-design,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Diplomas 2017 - Interior Design - old,Interior Design Ad Group Keywords,https://www.nda.ac.uk/study/courses/diploma/interior-design,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Degrees,Interior Design Degree Ad Group Keywords,https://www.nda.ac.uk/study/courses/ba-hons-degree/interior-design,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Degrees,Interior Design Degree Ad Group Keywords,https://www.nda.ac.uk/study/courses/ba-hons-degree/interior-design,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Degrees,Interior Design Degree Ad Group Keywords,https://www.nda.ac.uk/study/courses/ba-hons-degree/interior-design,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Degrees,Interior Design Academy Ad Group Keywords,https://www.nda.ac.uk/study/courses,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Degrees,Interior Design Academy Ad Group Keywords,https://www.nda.ac.uk/study/courses,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Degrees,Interior Design Academy Ad Group Keywords,https://www.nda.ac.uk/study/courses,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Degrees,Interior Design Academy Ad Group Keywords,https://www.nda.ac.uk/study/courses,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Degrees,Interior Design Academy Ad Group Keywords,https://www.nda.ac.uk/study/courses,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Degrees,NDA Degrees – dynamic ad group,N/A,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Diplomas - Middle East,NDA Diplomas ME ID 09-02-2018,https://www.nda.ac.uk/study/courses/diploma/interior-design,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Diplomas - Middle East,NDA Diplomas ME ID 09-02-2018,https://www.nda.ac.uk/study/courses/diploma/interior-design,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Diplomas - Middle East,NDA Diplomas ME ID 09-02-2018,https://www.nda.ac.uk/study/courses/diploma/interior-design,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Diplomas - Middle East,NDA Diplomas ME ID 09-02-2018,https://www.nda.ac.uk/study/courses/diploma/interior-design,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Diplomas - Middle East,NDA Diplomas ME ID 09-02-2018,https://www.nda.ac.uk/study/courses/diploma/interior-design,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Diplomas - Middle East,NDA Diplomas ME GD 09-02-2018,https://www.nda.ac.uk/study/courses/diploma/garden-design,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Diplomas - Middle East,NDA Diplomas ME GD 09-02-2018,https://www.nda.ac.uk/study/courses/diploma/garden-design,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Diplomas - Middle East,NDA Diplomas ME GD 09-02-2018,https://www.nda.ac.uk/study/courses/diploma/garden-design,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Diplomas - Middle East,NDA Diplomas - Middle East – dynamic ad group,N/A,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Degrees - Middle East,NDA Degrees ME 09-02-2018,https://www.nda.ac.uk/study/courses/ba-hons-degree/interior-design,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Degrees - Middle East,NDA Degrees ME 09-02-2018,https://www.nda.ac.uk/study/courses/ba-hons-degree/interior-design,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Degrees - Middle East,NDA Degrees ME 09-02-2018,https://www.nda.ac.uk/study/courses/ma/interior-design,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Degrees - Middle East,NDA Degrees ME 09-02-2018,https://www.nda.ac.uk/study/courses/ba-hons-degree/interior-design,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Diplomas - Curtain Making,Curtain Making Ad Group Keywords,https://www.nda.ac.uk/study/courses/diploma/curtain-making-and-soft-furnishings/?utm_source=Google&utm_medium=ad&utm_campaign=PCMAdWords,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Diplomas - Curtain Making,Curtain Making Ad Group Keywords,https://www.nda.ac.uk/study/courses/diploma/curtain-making-and-soft-furnishings/?utm_source=Google&utm_medium=ad&utm_campaign=PCMAdWords,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Diplomas - Curtain Making,Curtain Making Ad Group Keywords,https://www.nda.ac.uk/study/courses/diploma/curtain-making-and-soft-furnishings/?utm_source=Google&utm_medium=ad&utm_campaign=PCMAdWords,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Diplomas - Garden Design,Garden Design Ad Group Keywords,https://www.nda.ac.uk/study/courses/diploma/garden-design/?utm_source=Google&utm_medium=ad&utm_campaign=PGDAdWords,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Diplomas - Garden Design,Garden Design Ad Group Keywords,https://www.nda.ac.uk/study/courses/diploma/garden-design/?utm_source=Google&utm_medium=ad&utm_campaign=PGDAdWords,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Diplomas - Garden Design,Garden Design Ad Group Keywords,https://www.nda.ac.uk/study/courses/diploma/garden-design/?utm_source=Google&utm_medium=ad&utm_campaign=PGDAdWords,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Diplomas Old - Interior Design,Interior Design Ad Group Keywords,https://www.nda.ac.uk/study/courses/diploma/curtain-making-and-soft-furnishings/?utm_source=Google&utm_medium=ad&utm_campaign=PIDAdWords,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Diplomas Old - Interior Design,Interior Design Ad Group Keywords,https://www.nda.ac.uk/study/courses/diploma/interior-design,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA Diplomas Old - Interior Design,Interior Design Ad Group Keywords,https://www.nda.ac.uk/study/courses/diploma/curtain-making-and-soft-furnishings/?utm_source=Google&utm_medium=ad&utm_campaign=PIDAdWords,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA In Studio Dubai,Ad Group #1,https://www.nda.ac.uk/in-studio-dubai-courses/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA In Studio Dubai,Ad Group #1,https://www.nda.ac.uk/in-studio-dubai-courses/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NDA In Studio Dubai,Ad Group #1,https://www.nda.ac.uk/in-studio-dubai-courses/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
AutoCAD course  -  UAE search audience,Autocad for interior design,https://www.nda.ac.uk/autocad-interior-design-course-dubai/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
GLA 70% OFF,GLA 70% OFF Interior Design,https://www.nda.ac.uk/study/gla-diploma-discount/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
GLA 70% OFF,GLA 70% OFF Interior Design,https://www.nda.ac.uk/study/gla-diploma-discount/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
GLA 70% OFF,GLA 70% OFF Interior Design,https://www.nda.ac.uk/study/gla-diploma-discount/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
GLA 70% OFF,GLA 70% OFF Interior Design,https://www.nda.ac.uk/study/gla-diploma-discount/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
GLA 70% OFF,Garden Design GLA 70%,https://www.nda.ac.uk/study/gla-diploma-discount/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
GLA 70% OFF,Garden Design GLA 70%,https://www.nda.ac.uk/study/gla-diploma-discount/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
GLA 70% OFF,Garden Design GLA 70%,https://www.nda.ac.uk/study/gla-diploma-discount/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
GLA 70% OFF,PCM GLA 70%,https://www.nda.ac.uk/study/gla-diploma-discount/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
GLA 70% OFF,PCM GLA 70%,https://www.nda.ac.uk/study/gla-diploma-discount/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
GLA 70% OFF,PCM GLA 70%,https://www.nda.ac.uk/study/gla-diploma-discount/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Studying at Home UK Search,UK Study at Home,https://www.nda.ac.uk/study/courses,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Studying at Home UK Search,UK Study at Home,https://www.nda.ac.uk/study/courses,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Studying at Home UK Search,UK Study at Home,https://www.nda.ac.uk/study/courses,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Study At Home Intl Search,Study at Home Intl,https://www.nda.ac.uk/study/courses/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Study At Home Intl Search,Study at Home Intl,https://www.nda.ac.uk/study/courses/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Study At Home Intl Search,Study at Home Intl,https://www.nda.ac.uk/study/courses/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Study at Home New 0420 WW,Interior Design Courses,http://www.nda.ac.uk/interior-design-courses,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Study at Home New 0420 WW,Interior Design Courses,http://www.nda.ac.uk/interior-design-courses,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Study at Home New 0420 WW,Interior Design Courses,http://www.nda.ac.uk/interior-design-courses,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Study at Home New 0420 WW,Interior Design Courses,https://www.nda.ac.uk/interior-design-courses,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Study at Home New 0420 WW,Online Courses,https://www.nda.ac.uk/online-courses,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Study at Home New 0420 WW,Online Courses,http://www.nda.ac.uk/online-courses,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Study at Home New 0420 WW,Online Courses,https://www.nda.ac.uk/online-courses,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Study at Home New 0420 WW,Online Courses,https://www.nda.ac.uk/online-courses,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Study at Home New 0420 WW,Online Degrees,https://www.nda.ac.uk/online-degrees,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Study at Home New 0420 WW,Online Degrees,https://www.nda.ac.uk/online-degrees,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Study at Home New 0420 WW,Online Degrees,https://www.nda.ac.uk/online-degrees,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Study at Home New 0420 WW,Online Degrees,https://www.nda.ac.uk/online-degrees,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
INTL DEGREES MAY20 ND,Interior Design Degrees ND May20,http://www.nda.ac.uk/online-degrees,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
INTL DEGREES MAY20 ND,Interior Design Degrees ND May20,https://www.nda.ac.uk/interior-design-degrees/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
INTL DEGREES MAY20 ND,Interior Design Degrees ND May20,https://www.nda.ac.uk/interior-design-degrees/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
INTL DEGREES MAY20 ND,Online Degrees ND May20,https://www.nda.ac.uk/online-degrees,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
INTL DEGREES MAY20 ND,Online Degrees ND May20,https://www.nda.ac.uk/online-degrees,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
INTL DEGREES MAY20 ND,Online Degrees ND May20,https://www.nda.ac.uk/online-degrees,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Best Interior Design Courses ND 04.06.20,Ad group 5,https://www.nda.ac.uk/blog/10-reasons-we-offer-the-best-interior-design-courses/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Best Interior Design Courses ND 04.06.20,Ad group 5,https://www.nda.ac.uk/blog/10-reasons-we-offer-the-best-interior-design-courses/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Best Interior Design Courses ND 04.06.20,Interior Design Courses,http://www.nda.ac.uk/interior-design-courses,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Best Interior Design Courses ND 04.06.20,Interior Design Courses,http://www.nda.ac.uk/interior-design-courses,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Best Interior Design Courses ND 04.06.20,Interior Design Courses,https://www.nda.ac.uk/interior-design-courses,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Best Interior Design Courses ND 04.06.20,Interior Design Courses,http://www.nda.ac.uk/interior-design-courses,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Best Interior Design Courses ND 04.06.20,Online Courses,https://www.nda.ac.uk/online-courses,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Best Interior Design Courses ND 04.06.20,Online Courses,https://www.nda.ac.uk/online-courses,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Best Interior Design Courses ND 04.06.20,Online Courses,https://www.nda.ac.uk/online-courses,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Best Interior Design Courses ND 04.06.20,Online Courses,http://www.nda.ac.uk/online-courses,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Best Interior Design Courses ND 04.06.20,Online Degrees,https://www.nda.ac.uk/online-degrees,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Best Interior Design Courses ND 04.06.20,Online Degrees,https://www.nda.ac.uk/online-degrees,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Best Interior Design Courses ND 04.06.20,Online Degrees,https://www.nda.ac.uk/online-degrees,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
MENA Diplomas ND 06.20,PID MENA,https://www.nda.ac.uk/interior-design-courses/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
MENA Diplomas ND 06.20,PID MENA,https://www.nda.ac.uk/interior-design-courses/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
MENA Diplomas ND 06.20,PID MENA,https://www.nda.ac.uk/interior-design-courses/?utm_source=Google%20Ads%20MENA&utm_medium=CPC&utm_campaign=DIPLOMAMENAGOOGLEADS&utm_term=interior%20design%20courses&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
MENA Diplomas ND 06.20,PID Studio MENA,https://www.nda.ac.uk/interior-design-courses-dubai/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
MENA Diplomas ND 06.20,PID Studio MENA,https://www.nda.ac.uk/interior-design-courses-dubai/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
MENA Diplomas ND 06.20,PID Studio MENA,https://www.nda.ac.uk/interior-design-courses-dubai/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
MENA Diplomas ND 06.20,PGD MENA,https://www.nda.ac.uk/study-garden-design/?utm_source=Google%20Ads%20MENA%20PGD&utm_medium=CPC&utm_campaign=DIPLOMAMENAPGDGOOGLEADS&utm_term=interior%20design%20courses%20dubai&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
MENA Diplomas ND 06.20,PGD MENA,https://www.nda.ac.uk/study-garden-design/?utm_source=Google%20Ads%20MENA%20PGD&utm_medium=CPC&utm_campaign=DIPLOMAMENAPGDGOOGLEADS&utm_term=interior%20design%20courses%20dubai&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
MENA Diplomas ND 06.20,PGD MENA,https://www.nda.ac.uk/study-garden-design/?utm_source=Google%20Ads%20MENA%20PGD&utm_medium=CPC&utm_campaign=DIPLOMAMENAPGDGOOGLEADS&utm_term=interior%20design%20courses%20dubai&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
MENA Diplomas ND 06.20,PCM MENA,https://www.nda.ac.uk/learn-to-make-curtains/?utm_source=Google%20Ads%20MENA%20PCM&utm_medium=CPC&utm_campaign=DIPLOMAMENA%20PCM%20GOOGLEADS&utm_term=Learn%20to%20make%20curtains%20dubai&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
MENA Diplomas ND 06.20,PCM MENA,https://www.nda.ac.uk/learn-to-make-curtains/?utm_source=Google%20Ads%20MENA%20PCM&utm_medium=CPC&utm_campaign=DIPLOMAMENA%20PCM%20GOOGLEADS&utm_term=Learn%20to%20make%20curtains%20dubai&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
MENA Diplomas ND 06.20,PCM MENA,https://www.nda.ac.uk/learn-to-make-curtains/?utm_source=Google%20Ads%20MENA%20PCM&utm_medium=CPC&utm_campaign=DIPLOMAMENA%20PCM%20GOOGLEADS&utm_term=Learn%20to%20make%20curtains%20dubai&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW MENA DEGREES ND 06.20,Interior Design Degrees Dubai,https://www.nda.ac.uk/interior-design-degree-dubai/?utm_source=Google%20Ads%20MENA&utm_medium=CPC&utm_campaign=DEGREESMENAGOOGLEADS&utm_term=interior%20design%20degree%20dubai&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW MENA DEGREES ND 06.20,Interior Design Degrees Dubai,https://www.nda.ac.uk/interior-design-degree-dubai/?utm_source=Google%20Ads%20MENA&utm_medium=CPC&utm_campaign=DEGREESMENAGOOGLEADS&utm_term=interior%20design%20degree%20dubai&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW MENA DEGREES ND 06.20,Interior Design Degrees Dubai,https://www.nda.ac.uk/interior-design-degree-dubai/?utm_source=Google%20Ads%20MENA&utm_medium=CPC&utm_campaign=DEGREESMENAGOOGLEADS&utm_term=interior%20design%20degree%20dubai&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW MENA DEGREES ND 06.20,Online Degree Dubai,https://www.nda.ac.uk/online-interior-design-degrees/?utm_source=Google%20Ads%20MENA&utm_medium=CPC&utm_campaign=DEGREESMENAGOOGLEADS&utm_term=online%20degrees&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW MENA DEGREES ND 06.20,Online Degree Dubai,https://www.nda.ac.uk/online-interior-design-degrees/?utm_source=Google%20Ads%20MENA&utm_medium=CPC&utm_campaign=DEGREESMENAGOOGLEADS&utm_term=online%20degrees&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW MENA DEGREES ND 06.20,Online Degree Dubai,https://www.nda.ac.uk/online-interior-design-degrees/?utm_source=Google%20Ads%20MENA&utm_medium=CPC&utm_campaign=DEGREESMENAGOOGLEADS&utm_term=online%20degrees&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW DIPLOMAS ND 06.20,PGD NEW ND06.20,https://www.nda.ac.uk/garden-design-course/?utm_source=Google%20Ads%20DIPLOMAS&utm_medium=CPC&utm_campaign=NEWDIPLOMAS%20PGD&utm_term=garden%20design%20course&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW DIPLOMAS ND 06.20,PGD NEW ND06.20,https://www.nda.ac.uk/garden-design-course/?utm_source=Google%20Ads%20DIPLOMAS&utm_medium=CPC&utm_campaign=NEWDIPLOMAS%20PGD&utm_term=garden%20design%20course&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW DIPLOMAS ND 06.20,PGD NEW ND06.20,https://www.nda.ac.uk/garden-design-course/?utm_source=Google%20Ads%20DIPLOMAS&utm_medium=CPC&utm_campaign=NEWDIPLOMAS%20PGD&utm_term=garden%20design%20course&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW DIPLOMAS ND 06.20,Interior Design Courses ND 06.20,https://www.nda.ac.uk/interior-design-courses/?utm_source=Google%20Ads%20DIPLOMAS&utm_medium=CPC&utm_campaign=UKDIPLOMAS_GOOGLE.ADS&utm_term=interior%20design%20courses&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW DIPLOMAS ND 06.20,Interior Design Courses ND 06.20,https://www.nda.ac.uk/interior-design-courses/?utm_source=Google%20Ads%20DIPLOMAS&utm_medium=CPC&utm_campaign=UKDIPLOMAS_GOOGLE.ADS&utm_term=interior%20design%20courses&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW DIPLOMAS ND 06.20,Interior Design Courses ND 06.20,https://www.nda.ac.uk/interior-design-courses/?utm_source=Google%20Ads%20DIPLOMAS&utm_medium=CPC&utm_campaign=UKDIPLOMAS_GOOGLE.ADS&utm_term=interior%20design%20courses&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW DIPLOMAS ND 06.20,ONLINE COURSES ND06.20,https://www.nda.ac.uk/online-courses-2/?utm_source=Google%20Ads%20UK%20DIPLOMAS&utm_medium=CPC&utm_campaign=DEGREESUKDIPLOMAS_GOOGLE.ADS&utm_term=online%20courses&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW DIPLOMAS ND 06.20,ONLINE COURSES ND06.20,https://www.nda.ac.uk/online-courses-2/?utm_source=Google%20Ads%20UK%20DIPLOMAS&utm_medium=CPC&utm_campaign=DEGREESUKDIPLOMAS_GOOGLE.ADS&utm_term=online%20courses&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW DIPLOMAS ND 06.20,ONLINE COURSES ND06.20,https://www.nda.ac.uk/online-courses-2/?utm_source=Google%20Ads%20UK%20DIPLOMAS&utm_medium=CPC&utm_campaign=DEGREESUKDIPLOMAS_GOOGLE.ADS&utm_term=online%20courses&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW UK DEGREES ND 06.20,INTERIOR DESIGN DEGREES,https://www.nda.ac.uk/interior-design-degrees/?utm_source=Google%20Ads%20DEGREES&utm_medium=CPC&utm_campaign=NEW%20DEGREES%20SUMMER%2020%20ND&utm_term=INTERIOR%20DESIGN%20DEGREES&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW UK DEGREES ND 06.20,INTERIOR DESIGN DEGREES,https://www.nda.ac.uk/interior-design-degrees/?utm_source=Google%20Ads%20DEGREES&utm_medium=CPC&utm_campaign=NEW%20DEGREES%20SUMMER%2020%20ND&utm_term=INTERIOR%20DESIGN%20DEGREES&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW UK DEGREES ND 06.20,INTERIOR DESIGN DEGREES,https://www.nda.ac.uk/interior-design-degrees/?utm_source=Google%20Ads%20DEGREES&utm_medium=CPC&utm_campaign=NEW%20DEGREES%20SUMMER%2020%20ND&utm_term=INTERIOR%20DESIGN%20DEGREES&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW UK DEGREES ND 06.20,Online Interior Design Degree,https://www.nda.ac.uk/online-interior-design-degrees/?utm_source=Google%20Ads%20DEGREES&utm_medium=CPC&utm_campaign=NEW%20DEGREES%20SUMMER%2020%20ND&utm_term=online%20INTERIOR%20DESIGN%20DEGREES&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW UK DEGREES ND 06.20,Online Interior Design Degree,https://www.nda.ac.uk/online-interior-design-degrees/?utm_source=Google%20Ads%20DEGREES&utm_medium=CPC&utm_campaign=NEW%20DEGREES%20SUMMER%2020%20ND&utm_term=online%20INTERIOR%20DESIGN%20DEGREES&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW UK DEGREES ND 06.20,Online Interior Design Degree,https://www.nda.ac.uk/online-interior-design-degrees/?utm_source=Google%20Ads%20DEGREES&utm_medium=CPC&utm_campaign=NEW%20DEGREES%20SUMMER%2020%20ND&utm_term=online%20INTERIOR%20DESIGN%20DEGREES&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW UK DEGREES ND 06.20,INTERIOR DESIGN UNIVERSITY,https://www.nda.ac.uk/interior-design-university-degrees/?utm_source=Google%20Ads%20DEGREES&utm_medium=CPC&utm_campaign=NEW%20DEGREES%20SUMMER%2020%20ND&utm_term=INTERIORDESIGNUNIVERSITY&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW UK DEGREES ND 06.20,INTERIOR DESIGN UNIVERSITY,https://www.nda.ac.uk/interior-design-university-degrees/?utm_source=Google%20Ads%20DEGREES&utm_medium=CPC&utm_campaign=NEW%20DEGREES%20SUMMER%2020%20ND&utm_term=INTERIORDESIGNUNIVERSITY&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW UK DEGREES ND 06.20,INTERIOR DESIGN UNIVERSITY,https://www.nda.ac.uk/interior-design-university-degrees/?utm_source=Google%20Ads%20DEGREES&utm_medium=CPC&utm_campaign=NEW%20DEGREES%20SUMMER%2020%20ND&utm_term=INTERIORDESIGNUNIVERSITY&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW DIPLOMAS JJ 07.20,Garden Design Courses,https://www.nda.ac.uk/garden-design-course/?utm_source=Google%20Ads%20DIPLOMAS&utm_medium=CPC&utm_campaign=ONLINEDIPLOMAS_JGADS&utm_term=garden%20design%20course&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW DIPLOMAS JJ 07.20,Interior Design Courses,https://www.nda.ac.uk/interior-design-courses/?utm_source=Google%20Ads%20DIPLOMAS&utm_medium=CPC&utm_campaign=ONLINEDIPLOMAS_JGADS&utm_term=interior%20design%20courses&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
NEW DIPLOMAS JJ 07.20,Landscape Design Courses,https://www.nda.ac.uk/garden-design-course/?utm_source=Google%20Ads%20DIPLOMAS&utm_medium=CPC&utm_campaign=ONLINEDIPLOMAS_JGADS&utm_term=landscaping%20design%20course&utm_content=google%20text%20ads,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
Best Interior Design Courses ND 04.06.20 #2,Ad group 5,https://www.nda.ac.uk/blog/10-reasons-we-offer-the-best-interior-design-courses/,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
