"Ad report (November 01, 2025 - November 21, 2025)"
Request Id: 973c41a3-e0d6-ae30-63a6-eb5f6788fd61

Status,Ad,Campaign,Ad group,AdStrength,Delivery,Clicks,Impr.,CTR,Avg. CPC,Spend,Conv.,Labels,Top impr. rate,Abs. top impr. rate,AdStrengthActionItems,Text,Display Url,Destination Url,Final Url,Mobile Final Url,App Platform,App Id,Ad type,Tracking Template,Custom Parameter,Final Url Suffix,Text Part 2,Title Part 1,Title Part 2,Title Part 3,Path 1,Path 2,Business Name,Headline,Long Headline,Call To Action,Landscape Image Media Id,Landscape Logo Media Id,Square Image Media Id,Square Logo Media Id,Images,Impression Tracking Urls,Videos,Video Duration,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Long Headline 1,Long Headline 2,Long Headline 3,Long Headline 4,Long Headline 5,Description 1,Description 2,Description 3,Description 4,Description 5,Headline 1 Position,Headline 2 Position,Headline 3 Position,Headline 4 Position,Headline 5 Position,Headline 6 Position,Headline 7 Position,Headline 8 Position,Headline 9 Position,Headline 10 Position,Headline 11 Position,Headline 12 Position,Headline 13 Position,Headline 14 Position,Headline 15 Position,Description 1 Position,Description 2 Position,Description 3 Position,Description 4 Position
Enabled,,CPL | HSG | DSA - By Category,Mugs & Coasters,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,Unique Photo Mugs & Coasters. Fast UK Delivery - View Online Now!,,,,,,,DynamicSearch,{unescapedlpurl},,,,,,,Photo_Mugs,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGHOT053 | Romantic Red Heart Shape Hot Water Bottle and Cover,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,"Microwaveable & Completely Natural UK Wheat Bags From £7.95, Fast Del",,,,,,,DynamicSearch,{unescapedlpurl},,,,,,,WheatBags,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGCHE023 | Cherry Stone Pillow - Classic Bottle Heat Pack,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,"Microwaveable & Completely Natural UK Wheat Bags From £7.95, Fast Del",,,,,,,DynamicSearch,{unescapedlpurl},,,,,,,WheatBags,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGHOT010 | Luxury Fleece Hot Water Bottle Covers and Free Bottle,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,"Microwaveable & Completely Natural UK Wheat Bags From £7.95, Fast Del",,,,,,,DynamicSearch,{unescapedlpurl},,,,,,,WheatBags,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGWHE023B | Wheat Bags - Luxury Photo Bottle Microwave Heat Pack,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,"Microwaveable & Completely Natural UK Wheat Bags From £7.95, Fast Del",,,,,,,DynamicSearch,{unescapedlpurl},,,,,,,WheatBags,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA - Suggested Categories,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,"Microwaveable & Completely Natural Wheat Bags From £4.95, Fast Del",,,,,,,DynamicSearch,,,,,,,,WheatBags,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS |  Cherry Stone Pillow,Search - Cherry Stone Pillow || Exact Match,Excellent,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,,wheatybags.co.uk,,https://wheatybags.co.uk/filling/cherry-stones,,,,ResponsiveSearch,,,,,,,,Cherry_Stone,Pillow,,,,,,,,,[null],,null,,Cherry Stone Thermal Pillows,Big Choice Of Shapes & Sizes,From £16.15 - Fast Delivery,Warming Relief From Pain,Safe To Warm In The Microwave,Natural Relief From Pain,Safely Microwave In Minutes,Low Prices - Fast Delivery,Cherry Stone Square Heat Pack,Cherry Stone Cushions,Heat Based Pain Relief System,,,,,-,-,-,-,-,Completely Natural - Microwave For Soothing Comfort - View & Buy Now!,Cherry Stone Pillows Are The Natural Way To Relieve Muscle & Joint Pain - Come & Look,"For Back, Shoulders, Neck, Legs, Knees, Hands, Forehead & Eyes - View & Buy Now!",,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,
Enabled,,CPL | HSG | Photo Cushion | Broad,Personalised Wedding Cushion,Good,Campaign paused,0,0,0%,0,0,0,,0%,0%,AddMoreHeadlines; IncludeKeywordsOrKeywordInsertionDescriptions; AddLongerDescriptions; IncludeKeywordsOrKeywordInsertionHeadlines,,happysnapgifts.co.uk,,https://happysnapgifts.co.uk/photo-gifts/photo-cushions,,,,ResponsiveSearch,,,,,,,,,,,,,,,,,,[null],,null,,Range Of Shapes Only £14.95,UK Made On Quality Fabric,Wedding Ring Cushions,Wedding Ring Photo Cushion,{KeyWord:Wedding Ring Cushions},,,,,,,,,,,-,-,-,-,-,Personalised With The Photo Of Your Choice. Quality Fabric - £14.95,Unique Range Of Photo & Personalised Gifts - Next Day Delivery - View & Buy Now,Upload Your Favourite Photo Now! UK Made Using Quality Fabric.,Your Choice Of Photo On A Quality Cushion. Choice Of Styles - £14.95,-,-,-,-,-,-,,,,,,,,,,,-,-,-,-
Enabled,,CPL | HSG | Photo Cushion | Exact,Photograph Cushion,Average,Campaign paused,0,0,0%,0,0,0,,0%,0%,AddMoreHeadlines; IncludeKeywordsOrKeywordInsertionHeadlines; IncludeKeywordsOrKeywordInsertionDescriptions; AddLongerDescriptions,,happysnapgifts.co.uk,,https://happysnapgifts.co.uk/photo-gifts/photo-cushions,,,,ResponsiveSearch,,,,,,,,,,,,,,,,,,[null],,null,,Great Range Of Colours & Sizes,Photo Cushion - £14.95,Photo Cushion From Only £14.95,,,,,,,,,,,,,-,-,-,-,-,Great Range Of Colours & Sizes All UK Made On Quality Fabric. Buy Now!,Great Range Of Colours & Sizes. UK Made On Quality Fabric. Buy Now!,Great Range Of Colours & Sizes. UK Made Using Quality Fabric.,Multiple Photo Option - Make A Collage! UK Made On Quality Fabric - View Now,-,-,-,-,,,,,,,,,,,,,-,-,-,-
Enabled,,CPL | WBS |  Eyes,Search - Yoga Eye Mask || Exact Match,Good,Campaign paused,0,0,0%,0,0,0,,0%,0%,AddMoreHeadlines; AddMoreDescriptions; IncludeKeywordsOrKeywordInsertionDescriptions; AddLongerDescriptions,,wheatybags.co.uk,,https://wheatybags.co.uk/products/wheat-bags-eye-mask-heat-pack-dry-eyes-millet-seed-filling-free-cover,,,,ResponsiveSearch,,,,,,,,,,,,,,,,,,[null],,null,,Free Washable Cover,Linseed Filled Yoga Eye Pillow,Warming Relief For Tired Eyes,Linseed Filled Yoga Eye Mask,,,,,,,,,,,,-,-,-,-,-,Completely Natural - Microwave For Soothing Comfort - View & Buy Now!,Wheat Bags Are The Natural Way To Relieve Pain In Muscles & Joints - Come & Take A Look!,,,-,-,-,-,-,,,,,,,,,,,,-,-,,
Enabled,,CPL | HSG |  Photo Cushion | Exact,Photos Pillow,Good,Campaign paused,0,0,0%,0,0,0,,0%,0%,IncludeKeywordsOrKeywordInsertionHeadlines; AddMoreHeadlines; IncludeKeywordsOrKeywordInsertionDescriptions; AddLongerDescriptions,,happysnapgifts.co.uk,,https://happysnapgifts.co.uk/photo-gifts/photo-cushions,,,,ResponsiveSearch,,,,,,,,,,,,,,,,,,[null],,null,,Great Range Of Colours & Sizes,Next Day Delivery Available,Personalised Photo Pillows,Photo Pillows From Only £9.95,UK Made On Quality Fabric,Upload Up To 11 Of Your Photos,Upload Your Favourite Photos,,,,,,,,,-,-,-,-,-,"A Fabulous Keepsake, Your Favourite Photos Expertly Printed On A Cushion Or Pillow",Great Range Of Colours & Sizes - UK Made On Quality Fabric - View Now!,Multiple Photo Option - Make A Collage! UK Made On Quality Fabric - View Now,Your Favourite Photos on a Range of Picture Pillows. Purchase Yours Today!,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,-
Enabled,,CPL | TJR |  Personalised Luggage Straps | Exact,Named Straps,Good,Campaign paused,0,0,0%,0,0,0,,0%,0%,AddMoreHeadlines; AddMoreDescriptions; IncludeKeywordsOrKeywordInsertionDescriptions; AddLongerDescriptions,,thejetrest.com,,https://thejetrest.com/security/luggage-straps,,,,ResponsiveSearch,,,,,,,,Luggage_Straps,Name_Straps,,,,,,,,,[null],,null,,Buy Luggage Name Straps,Don't Lose Your Bag,From £4.90 - Choice Of Colours,From £4.90 - Choice Of Lengths,Named Luggage Straps,Quality Travel Accessories,,,,,,,,,,-,-,-,-,-,"Big Range Of Styles - Combination, TSA Approved or Elasticated - Buy Now!","Big Range Of Styles - Combination, TSA or Elasticated - UK Made - Fast Delivery!",From Only £4.90 - Choice Of Lengths Available - Big Range Of Styles & Colours - Buy Now!,,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,
Enabled,,CPL | TJR |  Personalised Luggage Straps | Exact,[custom luggage straps] | Low Ad Rank,Average,Campaign paused,0,0,0%,0,0,0,,0%,0%,AddMoreDescriptions; AddMoreHeadlines; IncludeKeywordsOrKeywordInsertionDescriptions; IncludeKeywordsOrKeywordInsertionHeadlines,,thejetrest.com,,https://thejetrest.com/security/luggage-straps,,,,ResponsiveSearch,,,,,,,,,,,,,,,,,,[null],,null,,Custom Luggage Straps,From £4.90 - Choice Of Colours,Personalised With Your Name,Printed With Your Name,Quality Travel Accessories,,,,,,,,,,,-,-,-,-,-,"Big Range Of Styles - Combination, TSA Approved or Elasticated - Fast Delivery","From £4.90 - Choice Of Colours Available - Combination, TSA or Elasticated - Buy Now!",,,-,-,-,-,-,-,,,,,,,,,,,-,-,,
Enabled,,CPL | TJR |  Travel Pillows | Broad,** Top ** Travel Pillow,Good,Campaign paused,0,0,0%,0,0,0,,0%,0%,AddMoreHeadlines; AddMoreDescriptions; AddLongerDescriptions; IncludeKeywordsOrKeywordInsertionHeadlines,,thejetrest.com,,https://thejetrest.com/travel-comfort/travel-pillows,,,,ResponsiveSearch,,,,,,,,JetRest,Travel_Pillow,,,,,,,,,[null],,null,,The JetRest Travel Pillow,Travel Comfort For Only £19.99,Uniquely Designed For Comfort,,,,,,,,,,,,,-,-,-,-,-,The Original & Best Travel Pillow - Now In It's 12th Year - View & Buy Now!,The Original Travel Pillow - Now In It's 12th Year! Delivered Fast - View Now,,,-,-,-,-,,,,,,,,,,,,,-,-,,
Enabled,,CPL | BMPM |  Cushions | Exact,[branded cushion] - Low Ad Rank,Poor,Campaign paused,0,0,0%,0,0,0,,0%,0%,AddMoreHeadlines; AddMoreDescriptions; IncludeKeywordsOrKeywordInsertionDescriptions; IncludeKeywordsOrKeywordInsertionHeadlines,,bmpm.trade,,https://bmpm.trade/textiles/cushions-pillows,,,,ResponsiveSearch,,,,,,,,Cushions,Promotional,,,,,,,,,[null],,null,,Branded Promotional Cushions,Made To Order - No Setup Fee,No MOQ - No Setup Fee,,,,,,,,,,,,,-,-,-,-,-,Fast Turnaround & Low Price High Quality Promotional Cushions - View Now!,No Minimum Order Quantity - Fast Turnaround - High Quality - View Now,,,-,-,-,-,,,,,,,,,,,,,-,-,,
Enabled,,CPL | TJR |  Luggage Tags | Broad,Luggage Tags - Photo,Average,Campaign paused,0,0,0%,0,0,0,,0%,0%,AddMoreDescriptions; AddMoreHeadlines; IncludeKeywordsOrKeywordInsertionDescriptions; AddLongerDescriptions,,thejetrest.com,,https://thejetrest.com/luggage-accessories/luggage-tags,,,,ResponsiveSearch,,,,,,,,Luggage_Tags,Personalised,,,,,,,,,[null],,null,,Only £5.95 - Buy 1 Get 1 Free,Personalised Photo Luggage Tag,Luggage Tags,Photo Luggage Tag,Custom Photo Luggage Tags,,,,,,,,,,,-,-,-,-,-,"Great Range Of Styles - Personalised Photo, Neon or Novelty - Buy Now!","Great Range Of Styles - Personalised Photo, Neon or Novelty - Fast Delivery!",,,-,-,-,-,-,-,,,,,,,,,,,-,-,,
Enabled,,CPL | HSG | DSA - By Category,Mugs & Coasters,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,,happysnapgifts.co.uk,,,,,,Responsive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGHOT053 | Romantic Red Heart Shape Hot Water Bottle and Cover,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,,wheatybags.co.uk,,,,,,Responsive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGCHE023 | Cherry Stone Pillow - Classic Bottle Heat Pack,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,,wheatybags.co.uk,,,,,,Responsive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGHOT010 | Luxury Fleece Hot Water Bottle Covers and Free Bottle,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,,wheatybags.co.uk,,,,,,Responsive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGWHE023B | Wheat Bags - Luxury Photo Bottle Microwave Heat Pack,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,,wheatybags.co.uk,,,,,,Responsive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA - Suggested Categories,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,,wheatybags.co.uk,,,,,,Responsive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | Search | Wheat Bags 120 28/5 Ai 7/8 110 10/11,Search - Reusable,-,Eligible,0,0,0%,0,0,0,,0%,0%,-,"For Back, Shoulders, Neck, Legs, Knees, Hands, Forehead & Eyes - View & Buy Now!",wheatybags.co.uk,,https://wheatybags.co.uk/,,,,ExpandedText,,,,Wheat Bags Are A Natural Way To Help Relieve Pain In Muscles & Joints - Come & Take A Look,The Wheat Bag Specialists,Big Choice Of Shapes & Sizes,Microwave For Soothing Relief,Wheat_Bag,Reusable,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | Search | Wheat Bags 120 28/5 Ai 7/8 110 10/11,Search - Reusable,-,Eligible,0,0,0%,0,0,0,,0%,0%,-,"For Back, Shoulders, Neck, Legs, Knees, Hands, Forehead & Eyes - View & Buy Now!",wheatybags.co.uk,,https://wheatybags.co.uk/,,,,ExpandedText,,,,Wheat Bags Can Be A Natural Way To Help Relieve Pain In Muscles & Joints - Take A Look,The Wheat Bag Specialists,Big Choice Of Shapes & Sizes,Microwave For Soothing Relief,Wheat_Bag,Reusable,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | Search | Wheat Bags 120 28/5 Ai 7/8 110 10/11,Search - Reusable,Pending,Eligible,0,0,0%,0,0,0,,0%,0%,-,,wheatybags.co.uk,,https://wheatybags.co.uk/heat-pad-filling/wheat,,,,ResponsiveSearch,,,,,,,,Reusable,Wheat_Bags,,,,,,,,,[null],,null,,Reusable Wheat Bag Specialists,Big Choice Of Shapes & Sizes,Eco-Friendly Relief,Wheat Bags In A Range Of Sizes,Next Day Delivery Available,Low Prices & Fast Delivery,"Pure Comfort, Naturally",Safe To Warm In The Microwave,Safely Microwave In Minutes,Low Prices - Fast Delivery,Heatable Wheat Bags,Buy Wheat Bags UK,Buy Online At WheatyBags,Direct From The Manufacturer,Microwave For Soothing Relief,-,-,-,-,-,"Wheat Bags Warmed in the Microwave Have a Soothing Effect, Buy Yours Now!","WheatyBag Sizes For Back, Shoulders, Neck, Legs, Knees, Hands, Forehead & Eyes - View Now",Microwaveable & Completely Natural UK Wheat Bags - Huge Range Of Sizes From £5.99 - Look,Wheat Bags Can Be A Natural Way To Help Relieve Pain In Muscles & Joints - Take A Look,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Enabled,,CPL | WBS | Search | Wheat Bags 120 28/5 Ai 7/8 110 10/11,Search - Wheat Bags - Natural,Pending,Eligible,0,0,0%,0,0,0,,0%,0%,-,,wheatybags.co.uk,,https://wheatybags.co.uk/heat-pad-filling/wheat,,,,ResponsiveSearch,,,,,,,,Wheat_Bags,Natural,,,,,,,,,[null],,null,,Natural Wheat Bags,Big Choice Of Shapes & Sizes,Eco-Friendly Relief,Wheat Bags In A Range Of Sizes,Next Day Delivery Available,Low Prices & Fast Delivery,"Pure Comfort, Naturally",Safe To Warm In The Microwave,Safely Microwave In Minutes,Low Prices - Fast Delivery,Heatable Wheat Bags,Buy Wheat Bags UK,Buy Online At WheatyBags,Direct From The Manufacturer,,-,-,-,-,-,"Wheat Bags Warmed in the Microwave Have a Soothing Effect, Buy Yours Now!","WheatyBag Sizes For Back, Shoulders, Neck, Legs, Knees, Hands, Forehead & Eyes - View Now",Microwaveable & Completely Natural UK Wheat Bags - Huge Range Of Sizes From £5.99 - Look,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,
Enabled,,CPL | WBS | Search | Wheat Bags 120 28/5 Ai 7/8 110 10/11,Search - Back Pain Heat Pads,Pending,Eligible,0,0,0%,0,0,0,,0%,0%,-,,wheatybags.co.uk,,https://wheatybags.co.uk/warmers-for/back-pain,,,,ResponsiveSearch,,,,,,,,Back_Pain,Relief,,,,,,,,,[null],,null,,Large Heat Pads For Backs,Big Choice Of Shapes & Sizes,Eco-Friendly Relief,Wheat Bags In A Range Of Sizes,Next Day Delivery Available,Low Prices & Fast Delivery,"Pure Comfort, Naturally",Safe To Warm In The Microwave,Safely Microwave In Minutes,Low Prices - Fast Delivery,Heatable Wheat Bags,Buy Wheat Bags UK,Buy Online At WheatyBags,Heat Pads For Back Pain,Direct From The Manufacturer,-,-,-,-,-,"Wheat Bags Warmed in the Microwave Have a Soothing Effect, Buy Yours Now!","WheatyBag Sizes For Back, Shoulders, Neck, Legs, Knees, Hands, Forehead & Eyes - View Now",Microwaveable & Completely Natural UK Wheat Bags - Huge Range Of Sizes From £5.99 - Look,"Our Wheat Heat Pads Give Soothing Relief For Back Pain, Completely Naturally - Come & Look",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Paused,,CPL | WBS | DSA - By Category,WB - DSA - All,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,"Microwaveable & Completely Natural UK Wheat Bags From £4.95, Fast Del",,,,,,,DynamicSearch,{unescapedlpurl},,,,,,,WheatBags,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Paused,,CPL | WBS | DSA - By Category,WB - DSA - All,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,Microwaveable & Completely Natural From £4.95 - Buy 1 Get 1 Free!,,,,,,,DynamicSearch,{unescapedlpurl},,,,,,,WheatBags,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By Category,WB - DSA - All,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,Our Wheat Bags Can Be Heated in the Microwave to Alleviate Discomfort. Buy Now!,,,,,,,DynamicSearch,,,,,,,,,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Paused,,CPL | WBS | DSA - By Category,WB - DSA - All,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,Natural Relief From Pain - Microwave For Soothing Comfort - View & Buy Now!,,,,,,,DynamicSearch,,,,,,,,,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Paused,,CPL | WBS | DSA - By Category,WB - DSA - All,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,"Wheat Bags For Back, Shoulders, Neck, Legs, Knees, Hands, Forehead & Eyes",,,,,,,DynamicSearch,,,,,,,,,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | HSG | DSA - By Category,Bags & Pouches,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,From The Unique Photo Gift Experts. Fast UK Delivery - View Online Now!,,,,,,,DynamicSearch,{unescapedlpurl},,,,,,,Bags,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By Category,WB - DSA - All,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,Microwaveable & Completely Natural UK Wheat Bags - Huge Range Of Sizes From £4.50 - Look!,,,,,,,DynamicSearch,,,,,,,,,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGWHE018 | Wheat Bags - Neck and Shoulder,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,"Microwaveable & Completely Natural UK Wheat Bags From £7.95, Fast Del",,,,,,,DynamicSearch,{unescapedlpurl},,,,,,,WheatBags,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGHOT057 | Designer Spotty Hot Water Bottle and Cover,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,"Microwaveable & Completely Natural UK Wheat Bags From £7.95, Fast Del",,,,,,,DynamicSearch,{unescapedlpurl},,,,,,,WheatBags,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGCHE008 | Cherry Stone Pillow - Neck and Shoulder Heat Pack,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,"Microwaveable & Completely Natural UK Wheat Bags From £7.95, Fast Del",,,,,,,DynamicSearch,{unescapedlpurl},,,,,,,WheatBags,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGWHE015 | Wheat Bags - Love Heart Microwave Heat Pack,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,"Microwaveable & Completely Natural UK Wheat Bags From £7.95, Fast Del",,,,,,,DynamicSearch,{unescapedlpurl},,,,,,,WheatBags,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS | DSA - By SKU,WBS | DSA | FGHOT001 | Rubber Hot Water Bottle 2 litre size,-,Campaign paused,0,0,0%,0,0,0,,0%,0%,-,"Microwaveable & Completely Natural UK Wheat Bags From £7.95, Fast Del",,,,,,,DynamicSearch,{unescapedlpurl},,,,,,,WheatBags,,,,,,,,,,[null],,null,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,
Enabled,,CPL | WBS |  Heat Pads & Packs tCPA 6.5,Search - SKAG - heat pads || Exact Match,Average,Campaign paused,0,0,0%,0,0,0,,0%,0%,AddMoreDescriptions; IncludeKeywordsOrKeywordInsertionDescriptions; IncludeKeywordsOrKeywordInsertionHeadlines; AddMoreHeadlines,,wheatybags.co.uk,,https://wheatybags.co.uk/,,,,ResponsiveSearch,,,,,,,,Heat_Pads,Pain_Relief,,,,,,,,,[null],,null,,The Wheat Heat Pad Specialists,Big Choice Of Shapes & Sizes,From £7.99 With Fast Delivery,Warming Relief From Pain,Safe To Warm In The Microwave,Natural Relief From Pain,Safely Microwave In Minutes,Low Prices - Fast Delivery,,,,,,,,-,-,-,-,-,"For Back, Shoulders, Neck, Legs, Knees, Hands, Forehead & Eyes - View & Buy Now!",Wheat Bags Are The Natural Way To Relieve Pain In Muscles & Joints - Come & Take A Look!,,,-,-,-,-,-,-,-,-,-,,,,,,,,-,-,,
Enabled,,CPL | WBS |  Pet Wheat Bags,Search - Wheat Bags For Cats || BMM Match,Average,Campaign paused,0,0,0%,0,0,0,,0%,0%,IncludeKeywordsOrKeywordInsertionHeadlines; IncludeKeywordsOrKeywordInsertionDescriptions; AddMoreDescriptions; AddLongerDescriptions,,wheatybags.co.uk,,https://wheatybags.co.uk/products/wheat-bags-pet-warming-heat-pack,,,,ResponsiveSearch,,,,,,,,Wheat_Bags,For_Cats,,,,,,,,,[null],,null,,Heat Wheat Bags For Cats,Big Choice Of Shapes & Sizes,WIth Washable Removable Cover,Warming Relief From Pain,Safe To Warm In The Microwave,Natural Relief From Pain,Safely Microwave In Minutes,Low Prices - Fast Delivery,Warming Comfort For Cats,,,,,,,-,-,-,-,-,Natural Relief From Pain - Microwave For Soothing Comfort - View & Buy Now!,Wheat Bags Are The Natural Way To Relieve Pain In Muscles & Joints - Come & Take A Look!,"Pet Wheat Bags For Dogs, Cats And Other Pets",,-,-,-,-,-,-,-,-,-,-,,,,,,,-,-,-,
Enabled,,CPL | HSG | Photo Cushion | Broad,Photo Collage Cushion,Good,Campaign paused,0,0,0%,0,0,0,,0%,0%,AddMoreHeadlines; IncludeKeywordsOrKeywordInsertionDescriptions; AddLongerDescriptions; IncludeKeywordsOrKeywordInsertionHeadlines,,happysnapgifts.co.uk,,https://happysnapgifts.co.uk/photo-gifts/photo-cushions,,,,ResponsiveSearch,,,,,,,,,,,,,,,,,,[null],,null,,Great Range Of Colours & Sizes,Photo Collage Cushion,Photo Collage Cushions £14.95,{KeyWord:Photo Collage Cushion},,,,,,,,,,,,-,-,-,-,-,Decorate With 11 Of Your Own Photos Fast UK Delivery - View & Buy Now!,Decorate With 11 Of Your Own Photos UK Made On Quality Fabric. Buy Now!,Multiple Photo Option - Make A Collage! UK Made On Quality Fabric - View Now,Upload Your Own Photos & We'll Print Them On A Quality Cushion - Fast Delivery!,-,-,-,-,-,,,,,,,,,,,,-,-,-,-
