customer_id,manager_id,campaign_id,campaign_name,current_budget_gbp,new_budget_gbp,action
6281395727,,21173762063,CPL | BMPM | P Max Shopping,15.00,0.00,PAUSE
6281395727,,384585297,CPL | BMPM | Search | Promotional Merchandise,10.00,0.00,PAUSE
